Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
4781,"Retail sale via stalls and markets of food, beverages and tobacco products",F1.0430,ISIC-4781,ISIC-478,4,Class,G,47,478,4781,Yes,1,2,2,1,,6,9,NACE-47.81,NAICS-445230;  NAICS-454390,ANZSIC-4121;  ANZSIC-4122;  ANZSIC-4123;  ANZSIC-4129;  ANZSIC-4279;  ANZSIC-4320,
4782,"Retail sale via stalls and markets of textiles, clothing and footwear",F1.0431,ISIC-4782,ISIC-478,4,Class,G,47,478,4782,Yes,1,1,1,1,,8,10,NACE-47.82,NAICS-454390,ANZSIC-4214;  ANZSIC-4241;  ANZSIC-4251;  ANZSIC-4252;  ANZSIC-4259;  ANZSIC-4273;  ANZSIC-4279;  ANZSIC-4320,
4789,Retail sale via stalls and markets of other goods,F1.0432,ISIC-4789,ISIC-478,4,Class,G,47,478,4789,Yes,1,1,1,1,,21,23,NACE-47.89,NAICS-454390,ANZSIC-4212;  ANZSIC-4213;  ANZSIC-4214;  ANZSIC-4221;  ANZSIC-4222;  ANZSIC-4229;  ANZSIC-4231;  ANZSIC-4232;  ANZSIC-4241;  ANZSIC-4242;  ANZSIC-4243;  ANZSIC-4244;  ANZSIC-4245;  ANZSIC-4253;  ANZSIC-4259;  ANZSIC-4271;  ANZSIC-4272;  ANZSIC-4273;  ANZSIC-4274;  ANZSIC-4279;  ANZSIC-4320,
479,"Retail trade not in stores, stalls or markets",F1.0433,ISIC-479,ISIC-47,3,Group,G,47,479,0000,Yes,1,0,0,1,Yes,0,1,NACE-47.9,,,
4791,Retail sale via mail order houses or via Internet,F1.0434,ISIC-4791,ISIC-479,4,Class,G,47,479,4791,Yes,1,1,1,1,,2,4,NACE-47.91,NAICS-454110,ANZSIC-4310;  ANZSIC-4320,
4799,"Other retail sale not in stores, stalls or markets",F1.0435,ISIC-4799,ISIC-479,4,Class,G,47,479,4799,Yes,1,3,3,1,,2,6,NACE-47.99,NAICS-454210;  NAICS-454310;  NAICS-454390,ANZSIC-4310;  ANZSIC-4320,
H,Transportation and storage,F1.0436,ISIC-H,ISIC,1,Sections,H,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-H,,,
49,Land transport and transport via pipelines,F1.0437,ISIC-49,ISIC-H,2,Division,H,49,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-49,,,
491,Transport via railways,F1.0438,ISIC-491,ISIC-49,3,Group,H,49,491,0000,Yes,2,0,0,2,Yes,0,2,NACE-49.1;  NACE-49.2,,,
4911,"Passenger rail transport, interurban",F1.0439,ISIC-4911,ISIC-491,4,Class,H,49,491,4911,Yes,1,2,2,1,,2,5,NACE-49.10,NAICS-482111;  NAICS-487110,ANZSIC-4720;  ANZSIC-5299,
4912,Freight rail transport,F1.0440,ISIC-4912,ISIC-491,4,Class,H,49,491,4912,Yes,1,2,2,1,,2,5,NACE-49.20,NAICS-482111;  NAICS-482112,ANZSIC-4710;  ANZSIC-5299,
492,Other land transport,F1.0441,ISIC-492,ISIC-49,3,Group,H,49,492,0000,Yes,2,0,0,2,Yes,0,2,NACE-49.3;  NACE-49.4,,,
4921,Urban and suburban passenger land transport,F1.0442,ISIC-4921,ISIC-492,4,Class,H,49,492,4921,Yes,1,4,4,1,,5,10,NACE-49.31,NAICS-485111;  NAICS-485112;  NAICS-485113;  NAICS-485119,ANZSIC-4622;  ANZSIC-4720;  ANZSIC-5010;  ANZSIC-5029;  ANZSIC-5299,
4922,Other passenger land transport,F1.0443,ISIC-4922,ISIC-492,4,Class,H,49,492,4922,Yes,2,10,10,2,,6,18,NACE-49.32;  NACE-49.39,NAICS-485210;  NAICS-485310;  NAICS-485320;  NAICS-485410;  NAICS-485510;  NAICS-485991;  NAICS-485999;  NAICS-487110;  NAICS-487990;  NAICS-713920,ANZSIC-4621;  ANZSIC-4622;  ANZSIC-4623;  ANZSIC-5010;  ANZSIC-5029;  ANZSIC-5299,
4923,Freight transport by road,F1.0444,ISIC-4923,ISIC-492,4,Class,H,49,492,4923,Yes,2,6,6,2,,2,10,NACE-49.41;  NACE-49.42,NAICS-484110;  NAICS-484121;  NAICS-484122;  NAICS-484210;  NAICS-484220;  NAICS-484230,ANZSIC-4610;  ANZSIC-5299,
493,Transport via pipeline,F1.0445,ISIC-493,ISIC-49,3,Group,H,49,493,0000,Yes,1,0,0,1,Yes,0,1,NACE-49.5,,,
4930,Transport via pipeline,F1.0446,ISIC-4930,ISIC-493,4,Class,H,49,493,4930,Yes,1,5,5,1,,2,8,NACE-49.50,NAICS-221310;  NAICS-486110;  NAICS-486210;  NAICS-486910;  NAICS-486990,ANZSIC-2811;  ANZSIC-5021,
50,Water transport,F1.0447,ISIC-50,ISIC-H,2,Division,H,50,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-50,,,
501,Sea and coastal water transport,F1.0448,ISIC-501,ISIC-50,3,Group,H,50,501,0000,Yes,2,0,0,2,Yes,0,2,NACE-50.1;  NACE-50.2,,,
5011,Sea and coastal passenger water transport,F1.0449,ISIC-5011,ISIC-501,4,Class,H,50,501,5011,Yes,1,3,3,1,,3,7,NACE-50.10,NAICS-483112;  NAICS-483114;  NAICS-487210,ANZSIC-4820;  ANZSIC-5010;  ANZSIC-5299,
5012,Sea and coastal freight water transport,F1.0450,ISIC-5012,ISIC-501,4,Class,H,50,501,5012,Yes,1,2,2,1,,2,5,NACE-50.20,NAICS-483111;  NAICS-483113,ANZSIC-4810;  ANZSIC-5299,
502,Inland water transport,F1.0451,ISIC-502,ISIC-50,3,Group,H,50,502,0000,Yes,2,0,0,2,Yes,0,2,NACE-50.3;  NACE-50.4,,,
5021,Inland passenger water transport,F1.0452,ISIC-5021,ISIC-502,4,Class,H,50,502,5021,Yes,1,2,2,1,,3,6,NACE-50.30,NAICS-483212;  NAICS-487210,ANZSIC-4820;  ANZSIC-5010;  ANZSIC-5299,
5022,Inland freight water transport,F1.0453,ISIC-5022,ISIC-502,4,Class,H,50,502,5022,Yes,1,1,1,1,,2,4,NACE-50.40,NAICS-483211,ANZSIC-4810;  ANZSIC-5299,
51,Air transport,F1.0454,ISIC-51,ISIC-H,2,Division,H,51,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-51,,,
511,Passenger air transport,F1.0455,ISIC-511,ISIC-51,3,Group,H,51,511,0000,Yes,1,0,0,1,Yes,0,1,NACE-51.1,,,
5110,Passenger air transport,F1.0456,ISIC-5110,ISIC-511,4,Class,H,51,511,5110,Yes,1,4,4,1,,3,8,NACE-51.10,NAICS-481111;  NAICS-481211;  NAICS-481219;  NAICS-487990,ANZSIC-4900;  ANZSIC-5010;  ANZSIC-5299,
512,Freight air transport,F1.0457,ISIC-512,ISIC-51,3,Group,H,51,512,0000,Yes,1,0,0,1,Yes,0,1,NACE-51.2,,,
5120,Freight air transport,F1.0458,ISIC-5120,ISIC-512,4,Class,H,51,512,5120,Yes,2,3,3,2,,2,7,NACE-51.21;  NACE-51.22,NAICS-481112;  NAICS-481212;  NAICS-927110,ANZSIC-4900;  ANZSIC-5299,
52,Warehousing and support activities for transportation,F1.0459,ISIC-52,ISIC-H,2,Division,H,52,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-52,,,
521,Warehousing and storage,F1.0460,ISIC-521,ISIC-52,3,Group,H,52,521,0000,Yes,1,0,0,1,Yes,0,1,NACE-52.1,,,
5210,Warehousing and storage,F1.0461,ISIC-5210,ISIC-521,4,Class,H,52,521,5210,Yes,1,4,4,1,,2,7,NACE-52.10,NAICS-493110;  NAICS-493120;  NAICS-493130;  NAICS-493190,ANZSIC-5301;  ANZSIC-5309,
522,Support activities for transportation,F1.0462,ISIC-522,ISIC-52,3,Group,H,52,522,0000,Yes,1,0,0,1,Yes,0,1,NACE-52.2,,,
5221,Service activities incidental to land transportation,F1.0463,ISIC-5221,ISIC-522,4,Class,H,52,522,5221,Yes,1,5,5,1,,4,10,NACE-52.21,NAICS-488210;  NAICS-488410;  NAICS-488490;  NAICS-488999;  NAICS-812930,ANZSIC-4610;  ANZSIC-5299;  ANZSIC-9419;  ANZSIC-9533,
5222,Service activities incidental to water transportation,F1.0464,ISIC-5222,ISIC-522,4,Class,H,52,522,5222,Yes,1,3,3,1,,2,6,NACE-52.22,NAICS-488310;  NAICS-488330;  NAICS-488390,ANZSIC-5212;  ANZSIC-5219,
5223,Service activities incidental to air transportation,F1.0465,ISIC-5223,ISIC-522,4,Class,H,52,522,5223,Yes,1,4,4,1,,3,8,NACE-52.23,NAICS-488111;  NAICS-488119;  NAICS-488190;  NAICS-488999,ANZSIC-5220;  ANZSIC-5299;  ANZSIC-7713,
5224,Cargo handling,F1.0466,ISIC-5224,ISIC-522,4,Class,H,52,522,5224,Yes,1,4,4,1,,3,8,NACE-52.24,NAICS-488119;  NAICS-488210;  NAICS-488320;  NAICS-488490,ANZSIC-5211;  ANZSIC-5219;  ANZSIC-5220,
5229,Other transportation support activities,F1.0467,ISIC-5229,ISIC-522,4,Class,H,52,522,5229,Yes,1,5,5,1,,3,9,NACE-52.29,NAICS-488390;  NAICS-488490;  NAICS-488510;  NAICS-488991;  NAICS-488999,ANZSIC-5291;  ANZSIC-5292;  ANZSIC-5299,
53,Postal and courier activities,F1.0468,ISIC-53,ISIC-H,2,Division,H,53,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-53,,,
531,Postal activities,F1.0469,ISIC-531,ISIC-53,3,Group,H,53,531,0000,Yes,1,0,0,1,Yes,0,1,NACE-53.1,,,
5310,Postal activities,F1.0470,ISIC-5310,ISIC-531,4,Class,H,53,531,5310,Yes,1,1,1,1,,1,3,NACE-53.10,NAICS-491110,ANZSIC-5101,
532,Courier activities,F1.0471,ISIC-532,ISIC-53,3,Group,H,53,532,0000,Yes,1,0,0,1,Yes,0,1,NACE-53.2,,,
5320,Courier activities,F1.0472,ISIC-5320,ISIC-532,4,Class,H,53,532,5320,Yes,1,2,2,1,,1,4,NACE-53.20,NAICS-492110;  NAICS-492210,ANZSIC-5102,
I,Accommodation and food service activities,F1.0473,ISIC-I,ISIC,1,Sections,I,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-I,,,
55,Accommodation,F1.0474,ISIC-55,ISIC-I,2,Division,I,55,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-55,,,
551,Short term accommodation activities,F1.0475,ISIC-551,ISIC-55,3,Group,I,55,551,0000,Yes,2,0,0,2,Yes,0,2,NACE-55.1;  NACE-55.2,,,
5510,Short term accommodation activities,F1.0476,ISIC-5510,ISIC-551,4,Class,I,55,551,5510,Yes,2,4,4,2,,1,7,NACE-55.10;  NACE-55.20,NAICS-721110;  NAICS-721120;  NAICS-721191;  NAICS-721199,ANZSIC-4400,
552,"Camping grounds, recreational vehicle parks and trailer parks",F1.0477,ISIC-552,ISIC-55,3,Group,I,55,552,0000,Yes,1,0,0,1,Yes,0,1,NACE-55.3,,,
5520,"Camping grounds, recreational vehicle parks and trailer parks",F1.0478,ISIC-5520,ISIC-552,4,Class,I,55,552,5520,Yes,1,2,2,1,,1,4,NACE-55.30,NAICS-721211;  NAICS-721214,ANZSIC-4400,
559,Other accommodation,F1.0479,ISIC-559,ISIC-55,3,Group,I,55,559,0000,Yes,1,0,0,1,Yes,0,1,NACE-55.9,,,
5590,Other accommodation,F1.0480,ISIC-5590,ISIC-559,4,Class,I,55,559,5590,Yes,1,2,2,1,,1,4,NACE-55.90,NAICS-721110;  NAICS-721310,ANZSIC-4400,
56,Food and beverage service activities,F1.0481,ISIC-56,ISIC-I,2,Division,I,56,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-56,,,
561,Restaurants and mobile food service activities,F1.0482,ISIC-561,ISIC-56,3,Group,I,56,561,0000,Yes,1,0,0,1,Yes,0,1,NACE-56.1,,,
5610,Restaurants and mobile food service activities,F1.0483,ISIC-5610,ISIC-561,4,Class,I,56,561,5610,Yes,1,5,5,1,,5,11,NACE-56.10,NAICS-722330;  NAICS-722511;  NAICS-722513;  NAICS-722514;  NAICS-722515,ANZSIC-4511;  ANZSIC-4512;  ANZSIC-4513;  ANZSIC-4530;  ANZSIC-8790,
562,Event catering and other food service activities,F1.0484,ISIC-562,ISIC-56,3,Group,I,56,562,0000,Yes,1,0,0,1,Yes,0,1,NACE-56.2,,,
5621,Event catering,F1.0485,ISIC-5621,ISIC-562,4,Class,I,56,562,5621,Yes,1,1,1,1,,1,3,NACE-56.21,NAICS-722320,ANZSIC-4513,
5629,Other food service activities,F1.0486,ISIC-5629,ISIC-562,4,Class,I,56,562,5629,Yes,1,1,1,1,,3,5,NACE-56.29,NAICS-722310,ANZSIC-4511;  ANZSIC-4512;  ANZSIC-4513,
563,Beverage serving activities,F1.0487,ISIC-563,ISIC-56,3,Group,I,56,563,0000,Yes,1,0,0,1,Yes,0,1,NACE-56.3,,,
5630,Beverage serving activities,F1.0488,ISIC-5630,ISIC-563,4,Class,I,56,563,5630,Yes,1,3,3,1,,4,8,NACE-56.30,NAICS-722330;  NAICS-722410;  NAICS-722515,ANZSIC-4511;  ANZSIC-4512;  ANZSIC-4520;  ANZSIC-4530,
J,Information and communication,F1.0489,ISIC-J,ISIC,1,Sections,J,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-J,,,
58,Publishing activities,F1.0490,ISIC-58,ISIC-J,2,Division,J,58,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-58,,,
581,"Publishing of books, periodicals and other publishing activities",F1.0491,ISIC-581,ISIC-58,3,Group,J,58,581,0000,Yes,1,0,0,1,Yes,0,1,NACE-58.1,,,
5811,Book publishing,F1.0492,ISIC-5811,ISIC-581,4,Class,J,58,581,5811,Yes,1,3,3,1,,2,6,NACE-58.11,NAICS-511130;  NAICS-511199;  NAICS-519130,ANZSIC-5413;  ANZSIC-5700,
5812,Publishing of directories and mailing lists,F1.0493,ISIC-5812,ISIC-581,4,Class,J,58,581,5812,Yes,1,2,2,1,,2,5,NACE-58.12,NAICS-511140;  NAICS-519130,ANZSIC-5414;  ANZSIC-5700,
5813,"Publishing of newspapers, journals and periodicals",F1.0494,ISIC-5813,ISIC-581,4,Class,J,58,581,5813,Yes,2,3,3,2,,3,8,NACE-58.13;  NACE-58.14,NAICS-511110;  NAICS-511120;  NAICS-519130,ANZSIC-5411;  ANZSIC-5412;  ANZSIC-5700,
5819,Other publishing activities,F1.0495,ISIC-5819,ISIC-581,4,Class,J,58,581,5819,Yes,1,3,3,1,,3,7,NACE-58.19,NAICS-511191;  NAICS-511199;  NAICS-519130,ANZSIC-5412;  ANZSIC-5419;  ANZSIC-5700,
582,Software publishing,F1.0496,ISIC-582,ISIC-58,3,Group,J,58,582,0000,Yes,1,0,0,1,Yes,0,1,NACE-58.2,,,
5820,Software publishing,F1.0497,ISIC-5820,ISIC-582,4,Class,J,58,582,5820,Yes,2,1,1,2,,1,4,NACE-58.21;  NACE-58.29,NAICS-511210,ANZSIC-5420,
59,"Motion picture, video and television programme production, sound recording and music publishing activities",F1.0498,ISIC-59,ISIC-J,2,Division,J,59,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-59,,,
591,"Motion picture, video and television programme activities",F1.0499,ISIC-591,ISIC-59,3,Group,J,59,591,0000,Yes,1,0,0,1,Yes,0,1,NACE-59.1,,,
5911,"Motion picture, video and television programme production activities",F1.0500,ISIC-5911,ISIC-591,4,Class,J,59,591,5911,Yes,1,1,1,1,,1,3,NACE-59.11,NAICS-512110,ANZSIC-5511,
5912,"Motion picture, video and television programme post-production activities",F1.0501,ISIC-5912,ISIC-591,4,Class,J,59,591,5912,Yes,1,2,2,1,,2,5,NACE-59.12,NAICS-512191;  NAICS-512199,ANZSIC-5512;  ANZSIC-5514,
5913,"Motion picture, video and television programme distribution activities",F1.0502,ISIC-5913,ISIC-591,4,Class,J,59,591,5913,Yes,1,2,2,1,,1,4,NACE-59.13,NAICS-512120;  NAICS-512199,ANZSIC-5512,
5914,Motion picture projection activities,F1.0503,ISIC-5914,ISIC-591,4,Class,J,59,591,5914,Yes,1,2,2,1,,1,4,NACE-59.14,NAICS-512131;  NAICS-512132,ANZSIC-5513,
592,Sound recording and music publishing activities,F1.0504,ISIC-592,ISIC-59,3,Group,J,59,592,0000,Yes,1,0,0,1,Yes,0,1,NACE-59.2,,,
5920,Sound recording and music publishing activities,F1.0505,ISIC-5920,ISIC-592,4,Class,J,59,592,5920,Yes,1,5,5,1,,2,8,NACE-59.20,NAICS-512230;  NAICS-512240;  NAICS-512250;  NAICS-512290;  NAICS-519130,ANZSIC-5521;  ANZSIC-5522,
60,Programming and broadcasting activities,F1.0506,ISIC-60,ISIC-J,2,Division,J,60,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-60,,,
601,Radio broadcasting,F1.0507,ISIC-601,ISIC-60,3,Group,J,60,601,0000,Yes,1,0,0,1,Yes,0,1,NACE-60.1,,,
6010,Radio broadcasting,F1.0508,ISIC-6010,ISIC-601,4,Class,J,60,601,6010,Yes,1,3,3,1,,2,6,NACE-60.10,NAICS-515111;  NAICS-515112;  NAICS-519130,ANZSIC-5610;  ANZSIC-5700,
602,Television programming and broadcasting activities,F1.0509,ISIC-602,ISIC-60,3,Group,J,60,602,0000,Yes,1,0,0,1,Yes,0,1,NACE-60.2,,,
6020,Television programming and broadcasting activities,F1.0510,ISIC-6020,ISIC-602,4,Class,J,60,602,6020,Yes,1,3,3,1,,3,7,NACE-60.20,NAICS-515120;  NAICS-515210;  NAICS-519130,ANZSIC-5621;  ANZSIC-5622;  ANZSIC-5700,
61,Telecommunications,F1.0511,ISIC-61,ISIC-J,2,Division,J,61,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-61,,,
611,Wired telecommunications activities,F1.0512,ISIC-611,ISIC-61,3,Group,J,61,611,0000,Yes,1,0,0,1,Yes,0,1,NACE-61.1,,,
6110,Wired telecommunications activities,F1.0513,ISIC-6110,ISIC-611,4,Class,J,61,611,6110,Yes,1,1,1,1,,2,4,NACE-61.10,NAICS-517311,ANZSIC-5801;  ANZSIC-5910,
612,Wireless telecommunications activities,F1.0514,ISIC-612,ISIC-61,3,Group,J,61,612,0000,Yes,1,0,0,1,Yes,0,1,NACE-61.2,,,
6120,Wireless telecommunications activities,F1.0515,ISIC-6120,ISIC-612,4,Class,J,61,612,6120,Yes,1,5,5,1,,2,8,NACE-61.20,NAICS-515111;  NAICS-515112;  NAICS-515120;  NAICS-515210;  NAICS-517312,ANZSIC-5802;  ANZSIC-5910,
613,Satellite telecommunications activities,F1.0516,ISIC-613,ISIC-61,3,Group,J,61,613,0000,Yes,1,0,0,1,Yes,0,1,NACE-61.3,,,
6130,Satellite telecommunications activities,F1.0517,ISIC-6130,ISIC-613,4,Class,J,61,613,6130,Yes,1,2,2,1,,2,5,NACE-61.30,NAICS-517311;  NAICS-517410,ANZSIC-5802;  ANZSIC-5910,
619,Other telecommunications activities,F1.0518,ISIC-619,ISIC-61,3,Group,J,61,619,0000,Yes,1,0,0,1,Yes,0,1,NACE-61.9,,,
6190,Other telecommunications activities,F1.0519,ISIC-6190,ISIC-619,4,Class,J,61,619,6190,Yes,1,4,4,1,,2,7,NACE-61.90,NAICS-517410;  NAICS-517911;  NAICS-517919;  NAICS-812990,ANZSIC-5809;  ANZSIC-5910,
62,"Computer programming, consultancy and related activities",F1.0520,ISIC-62,ISIC-J,2,Division,J,62,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-62,,,
620,"Computer programming, consultancy and related activities",F1.0521,ISIC-620,ISIC-62,3,Group,J,62,620,0000,Yes,1,0,0,1,Yes,0,1,NACE-62.0,,,
6201,Computer programming activities,F1.0522,ISIC-6201,ISIC-620,4,Class,J,62,620,6201,Yes,1,1,1,1,,1,3,NACE-62.01,NAICS-541511,ANZSIC-7000,
6202,Computer consultancy and computer facilities management activities,F1.0523,ISIC-6202,ISIC-620,4,Class,J,62,620,6202,Yes,2,2,2,2,,3,7,NACE-62.02;  NACE-62.03,NAICS-541512;  NAICS-541513,ANZSIC-5921;  ANZSIC-5922;  ANZSIC-7000,
6209,Other information technology and computer service activities,F1.0524,ISIC-6209,ISIC-620,4,Class,J,62,620,6209,Yes,1,1,1,1,,1,3,NACE-62.09,NAICS-541519,ANZSIC-7000,
63,Information service activities,F1.0525,ISIC-63,ISIC-J,2,Division,J,63,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-63,,,
631,"Data processing, hosting and related activities; web portals",F1.0526,ISIC-631,ISIC-63,3,Group,J,63,631,0000,Yes,1,0,0,1,Yes,0,1,NACE-63.1,,,
6311,"Data processing, hosting and related activities",F1.0527,ISIC-6311,ISIC-631,4,Class,J,63,631,6311,Yes,1,1,1,1,,2,4,NACE-63.11,NAICS-518210,ANZSIC-5921;  ANZSIC-5922,
6312,Web portals,F1.0528,ISIC-6312,ISIC-631,4,Class,J,63,631,6312,Yes,1,1,1,1,,1,3,NACE-63.12,NAICS-519130,ANZSIC-5910,
639,Other information service activities,F1.0529,ISIC-639,ISIC-63,3,Group,J,63,639,0000,Yes,1,0,0,1,Yes,0,1,NACE-63.9,,,
6391,News agency activities,F1.0530,ISIC-6391,ISIC-639,4,Class,J,63,639,6391,Yes,1,1,1,1,,1,3,NACE-63.91,NAICS-519110,ANZSIC-6020,
6399,Other information service activities n.e.c.,F1.0531,ISIC-6399,ISIC-639,4,Class,J,63,639,6399,Yes,1,1,1,1,,2,4,NACE-63.99,NAICS-519190,ANZSIC-6020;  ANZSIC-6962,
K,Financial and insurance activities,F1.0532,ISIC-K,ISIC,1,Sections,K,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-K,,,
64,"Financial service activities, except insurance and pension funding",F1.0533,ISIC-64,ISIC-K,2,Division,K,64,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-64,,,
641,Monetary intermediation,F1.0534,ISIC-641,ISIC-64,3,Group,K,64,641,0000,Yes,1,0,0,1,Yes,0,1,NACE-64.1,,,
6411,Central banking,F1.0535,ISIC-6411,ISIC-641,4,Class,K,64,641,6411,Yes,1,2,2,1,,1,4,NACE-64.11,NAICS-521110;  NAICS-522298,ANZSIC-6210,
6419,Other monetary intermediation,F1.0536,ISIC-6419,ISIC-641,4,Class,K,64,641,6419,Yes,1,5,5,1,,4,10,NACE-64.19,NAICS-522110;  NAICS-522120;  NAICS-522130;  NAICS-522190;  NAICS-522390,ANZSIC-6221;  ANZSIC-6222;  ANZSIC-6223;  ANZSIC-6229,
642,Activities of holding companies,F1.0537,ISIC-642,ISIC-64,3,Group,K,64,642,0000,Yes,1,0,0,1,Yes,0,1,NACE-64.2,,,
6420,Activities of holding companies,F1.0538,ISIC-6420,ISIC-642,4,Class,K,64,642,6420,Yes,1,2,2,1,,1,4,NACE-64.20,NAICS-551111;  NAICS-551112,ANZSIC-6240,
643,"Trusts, funds and similar financial entities",F1.0539,ISIC-643,ISIC-64,3,Group,K,64,643,0000,Yes,1,0,0,1,Yes,0,1,NACE-64.3,,,
6430,"Trusts, funds and similar financial entities",F1.0540,ISIC-6430,ISIC-643,4,Class,K,64,643,6430,Yes,1,5,5,1,,1,7,NACE-64.30,NAICS-525120;  NAICS-525190;  NAICS-525910;  NAICS-525920;  NAICS-525990,ANZSIC-6240,
649,"Other financial service activities, except insurance and pension funding activities",F1.0541,ISIC-649,ISIC-64,3,Group,K,64,649,0000,Yes,1,0,0,1,Yes,0,1,NACE-64.9,,,
6491,Financial leasing,F1.0542,ISIC-6491,ISIC-649,4,Class,K,64,649,6491,Yes,1,1,1,1,,1,3,NACE-64.91,NAICS-522220,ANZSIC-6230,
6492,Other credit granting,F1.0543,ISIC-6492,ISIC-649,4,Class,K,64,649,6492,Yes,1,6,6,1,,2,9,NACE-64.92,NAICS-522210;  NAICS-522220;  NAICS-522291;  NAICS-522292;  NAICS-522293;  NAICS-522298,ANZSIC-4273;  ANZSIC-6230,
6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",F1.0544,ISIC-6499,ISIC-649,4,Class,K,64,649,6499,Yes,1,5,5,1,,2,8,NACE-64.99,NAICS-522294;  NAICS-522298;  NAICS-523110;  NAICS-523130;  NAICS-523910,ANZSIC-6230;  ANZSIC-6240,
65,"Insurance, reinsurance and pension funding, except compulsory social security",F1.0545,ISIC-65,ISIC-K,2,Division,K,65,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-65,,,
651,Insurance,F1.0546,ISIC-651,ISIC-65,3,Group,K,65,651,0000,Yes,1,0,0,1,Yes,0,1,NACE-65.1,,,
6511,Life insurance,F1.0547,ISIC-6511,ISIC-651,4,Class,K,65,651,6511,Yes,1,1,1,1,,1,3,NACE-65.11,NAICS-524113,ANZSIC-6310,
6512,Non-life insurance,F1.0548,ISIC-6512,ISIC-651,4,Class,K,65,651,6512,Yes,1,4,4,1,,2,7,NACE-65.12,NAICS-524114;  NAICS-524126;  NAICS-524127;  NAICS-524128,ANZSIC-6321;  ANZSIC-6322,
652,Reinsurance,F1.0549,ISIC-652,ISIC-65,3,Group,K,65,652,0000,Yes,1,0,0,1,Yes,0,1,NACE-65.2,,,
6520,Reinsurance,F1.0550,ISIC-6520,ISIC-652,4,Class,K,65,652,6520,Yes,1,1,1,1,,3,5,NACE-65.20,NAICS-524130,ANZSIC-6310;  ANZSIC-6321;  ANZSIC-6322,
653,Pension funding,F1.0551,ISIC-653,ISIC-65,3,Group,K,65,653,0000,Yes,1,0,0,1,Yes,0,1,NACE-65.3,,,
6530,Pension funding,F1.0552,ISIC-6530,ISIC-653,4,Class,K,65,653,6530,Yes,1,1,1,1,,1,3,NACE-65.30,NAICS-525110,ANZSIC-6330,
66,Activities auxiliary to financial service and insurance activities,F1.0553,ISIC-66,ISIC-K,2,Division,K,66,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-66,,,
661,"Activities auxiliary to financial service activities, except insurance and pension funding",F1.0554,ISIC-661,ISIC-66,3,Group,K,66,661,0000,Yes,1,0,0,1,Yes,0,1,NACE-66.1,,,
6611,Administration of financial markets,F1.0555,ISIC-6611,ISIC-661,4,Class,K,66,661,6611,Yes,1,1,1,1,,1,3,NACE-66.11,NAICS-523210,ANZSIC-6419,
6612,Security and commodity contracts brokerage,F1.0556,ISIC-6612,ISIC-661,4,Class,K,66,661,6612,Yes,1,4,4,1,,2,7,NACE-66.12,NAICS-523120;  NAICS-523130;  NAICS-523140;  NAICS-523999,ANZSIC-6411;  ANZSIC-6419,
6619,Other activities auxiliary to financial service activities,F1.0557,ISIC-6619,ISIC-661,4,Class,K,66,661,6619,Yes,1,5,5,1,,1,7,NACE-66.19,NAICS-522310;  NAICS-522320;  NAICS-523930;  NAICS-523991;  NAICS-523999,ANZSIC-6419,
662,Activities auxiliary to insurance and pension funding,F1.0558,ISIC-662,ISIC-66,3,Group,K,66,662,0000,Yes,1,0,0,1,Yes,0,1,NACE-66.2,,,
6621,Risk and damage evaluation,F1.0559,ISIC-6621,ISIC-662,4,Class,K,66,662,6621,Yes,1,1,1,1,,1,3,NACE-66.21,NAICS-524291,ANZSIC-6420,
6622,Activities of insurance agents and brokers,F1.0560,ISIC-6622,ISIC-662,4,Class,K,66,662,6622,Yes,1,1,1,1,,1,3,NACE-66.22,NAICS-524210,ANZSIC-6420,
